# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-a" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/3.refrence_genome/Phytozome/PhytozomeV13/Zmays/Zm-B73-REFERENCE-NAM-5.0.55/annotation/Zmays_833_Zm-B73-REFERENCE-NAM-5.0.55.gene.gff3" "-F" "GFF" "-t" "gene" "-g" "ID" "-o" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/5.read_counts/gene_counts.txt" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam" "/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859242_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859243_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859244_sorted.bam	/work/jyanglab/subhash/3.single_cell_RNA_Seq/1.bulk_RNA_seq/4.alignmend_files/SRR17859245_sorted.bam
Zm00001eb333130.Zm_B73_REFERENCE_NAM_5.0.55	8	3971868	3976028	+	4161	355	503	586	332
Zm00001eb333140.Zm_B73_REFERENCE_NAM_5.0.55	8	4099296	4102887	+	3592	523	770	728	579
Zm00001eb333150.Zm_B73_REFERENCE_NAM_5.0.55	8	4103053	4104781	-	1729	103	39	65	60
Zm00001eb333160.Zm_B73_REFERENCE_NAM_5.0.55	8	4107482	4111057	-	3576	3889	5025	6386	4585
Zm00001eb333170.Zm_B73_REFERENCE_NAM_5.0.55	8	4189038	4196749	+	7712	5563	8369	6884	4015
Zm00001eb333180.Zm_B73_REFERENCE_NAM_5.0.55	8	4226503	4226981	-	479	0	0	0	0
Zm00001eb333190.Zm_B73_REFERENCE_NAM_5.0.55	8	4227864	4230622	+	2759	2337	2565	2159	2984
Zm00001eb333200.Zm_B73_REFERENCE_NAM_5.0.55	8	4234838	4235651	-	814	10	10	0	19
Zm00001eb333210.Zm_B73_REFERENCE_NAM_5.0.55	8	4281495	4295146	-	13652	3096	4787	4935	3211
Zm00001eb333220.Zm_B73_REFERENCE_NAM_5.0.55	8	4422350	4427305	-	4956	1882	2328	2700	1690
Zm00001eb333230.Zm_B73_REFERENCE_NAM_5.0.55	8	4487416	4493181	+	5766	442	718	994	561
Zm00001eb333240.Zm_B73_REFERENCE_NAM_5.0.55	8	4559556	4563348	+	3793	6286	8170	8847	6943
Zm00001eb333250.Zm_B73_REFERENCE_NAM_5.0.55	8	4563919	4565870	+	1952	83	127	77	63
Zm00001eb333260.Zm_B73_REFERENCE_NAM_5.0.55	8	4585154	4587081	-	1928	21	50	45	28
Zm00001eb333270.Zm_B73_REFERENCE_NAM_5.0.55	8	4608400	4612900	-	4501	720	926	951	762
Zm00001eb333280.Zm_B73_REFERENCE_NAM_5.0.55	8	4663596	4665917	+	2322	323	537	526	363
Zm00001eb333290.Zm_B73_REFERENCE_NAM_5.0.55	8	4677513	4679675	-	2163	11018	9912	9383	9041
Zm00001eb333300.Zm_B73_REFERENCE_NAM_5.0.55	8	4688594	4690305	+	1712	7125	6435	6557	6388
Zm00001eb333320.Zm_B73_REFERENCE_NAM_5.0.55	8	4770712	4779869	-	9158	1689	2172	1427	1377
Zm00001eb333330.Zm_B73_REFERENCE_NAM_5.0.55	8	4822675	4824876	+	2202	556	769	301	357
Zm00001eb333340.Zm_B73_REFERENCE_NAM_5.0.55	8	4851544	4856342	+	4799	1816	1873	1544	1247
Zm00001eb333350.Zm_B73_REFERENCE_NAM_5.0.55	8	4893195	4913338	-	20144	302	299	258	201
Zm00001eb333360.Zm_B73_REFERENCE_NAM_5.0.55	8	4941980	4951032	+	9053	734	1077	992	734
Zm00001eb333370.Zm_B73_REFERENCE_NAM_5.0.55	8	4952238	4956401	-	4164	212	319	224	151
Zm00001eb333380.Zm_B73_REFERENCE_NAM_5.0.55	8	4964973	4967089	-	2117	5576	5487	4190	3273
Zm00001eb333390.Zm_B73_REFERENCE_NAM_5.0.55	8	5052072	5052699	-	628	0	0	0	4
Zm00001eb333400.Zm_B73_REFERENCE_NAM_5.0.55	8	5053167	5060405	-	7239	904	1423	1216	840
Zm00001eb333410.Zm_B73_REFERENCE_NAM_5.0.55	8	5061327	5063247	-	1921	95	150	193	70
Zm00001eb333420.Zm_B73_REFERENCE_NAM_5.0.55	8	5095083	5095688	+	606	0	1	0	0
Zm00001eb333440.Zm_B73_REFERENCE_NAM_5.0.55	8	5177791	5186437	+	8647	2518	3437	3701	2958
Zm00001eb333450.Zm_B73_REFERENCE_NAM_5.0.55	8	5207237	5225062	+	17826	628	951	1101	698
Zm00001eb333460.Zm_B73_REFERENCE_NAM_5.0.55	8	5263105	5271979	+	8875	1947	2303	2182	1792
Zm00001eb333470.Zm_B73_REFERENCE_NAM_5.0.55	8	5301499	5307938	+	6440	1766	2008	1624	1421
Zm00001eb333480.Zm_B73_REFERENCE_NAM_5.0.55	8	5316068	5316878	+	811	8	0	0	0
Zm00001eb333490.Zm_B73_REFERENCE_NAM_5.0.55	8	5357342	5357743	+	402	336	344	345	245
Zm00001eb333500.Zm_B73_REFERENCE_NAM_5.0.55	8	5362620	5371972	+	9353	1363	1919	2215	1560
Zm00001eb333510.Zm_B73_REFERENCE_NAM_5.0.55	8	5456317	5473304	+	16988	84	98	91	49
Zm00001eb333520.Zm_B73_REFERENCE_NAM_5.0.55	8	5487801	5489896	+	2096	1688	3289	5158	2378
Zm00001eb333540.Zm_B73_REFERENCE_NAM_5.0.55	8	5536709	5543312	-	6604	1286	1563	1457	1214
Zm00001eb333550.Zm_B73_REFERENCE_NAM_5.0.55	8	5572110	5591165	+	19056	3452	1953	2212	1866
Zm00001eb333560.Zm_B73_REFERENCE_NAM_5.0.55	8	5633265	5638250	+	4986	0	0	0	0
Zm00001eb333570.Zm_B73_REFERENCE_NAM_5.0.55	8	5653478	5657859	+	4382	3142	3572	3157	2490
Zm00001eb333580.Zm_B73_REFERENCE_NAM_5.0.55	8	5668703	5671161	+	2459	309	333	191	220
Zm00001eb333590.Zm_B73_REFERENCE_NAM_5.0.55	8	5827007	5850764	+	23758	540	742	445	467
Zm00001eb333600.Zm_B73_REFERENCE_NAM_5.0.55	8	5845710	5846066	-	357	0	0	0	0
Zm00001eb333610.Zm_B73_REFERENCE_NAM_5.0.55	8	5847296	5847601	-	306	0	0	0	0
Zm00001eb333620.Zm_B73_REFERENCE_NAM_5.0.55	8	5879551	5883711	-	4161	151	137	107	155
Zm00001eb333630.Zm_B73_REFERENCE_NAM_5.0.55	8	5912924	5917112	+	4189	0	0	0	0
Zm00001eb333640.Zm_B73_REFERENCE_NAM_5.0.55	8	5947527	5950729	+	3203	328	463	625	503
Zm00001eb333650.Zm_B73_REFERENCE_NAM_5.0.55	8	5953610	5955003	-	1394	144	212	140	64
Zm00001eb333660.Zm_B73_REFERENCE_NAM_5.0.55	8	5962191	5970476	+	8286	0	2	0	835
Zm00001eb333670.Zm_B73_REFERENCE_NAM_5.0.55	8	6028684	6035079	-	6396	3505	4875	6294	4013
Zm00001eb333680.Zm_B73_REFERENCE_NAM_5.0.55	8	6070902	6072024	-	1123	0	0	0	0
Zm00001eb333690.Zm_B73_REFERENCE_NAM_5.0.55	8	6171052	6174374	+	3323	2	0	2	0
Zm00001eb333700.Zm_B73_REFERENCE_NAM_5.0.55	8	6172568	6173104	-	537	0	0	0	0
Zm00001eb333710.Zm_B73_REFERENCE_NAM_5.0.55	8	6230395	6232011	+	1617	16	14	12	12
Zm00001eb333720.Zm_B73_REFERENCE_NAM_5.0.55	8	6232037	6234648	+	2612	179	395	249	240
Zm00001eb333730.Zm_B73_REFERENCE_NAM_5.0.55	8	6242136	6254150	+	12015	870	1121	1293	882
Zm00001eb333740.Zm_B73_REFERENCE_NAM_5.0.55	8	6255192	6255986	-	795	89	146	22	1
Zm00001eb333750.Zm_B73_REFERENCE_NAM_5.0.55	8	6258746	6262968	-	4223	299	380	408	283
Zm00001eb333760.Zm_B73_REFERENCE_NAM_5.0.55	8	6265048	6269005	-	3958	4353	4859	5354	4223
Zm00001eb333770.Zm_B73_REFERENCE_NAM_5.0.55	8	6350786	6352192	+	1407	0	0	0	0
Zm00001eb333780.Zm_B73_REFERENCE_NAM_5.0.55	8	6363319	6364132	+	814	0	4	0	0
Zm00001eb333790.Zm_B73_REFERENCE_NAM_5.0.55	8	6388596	6394264	-	5669	1244	2004	2973	1820
Zm00001eb333800.Zm_B73_REFERENCE_NAM_5.0.55	8	6455828	6478619	-	22792	1321	1632	1258	971
Zm00001eb333810.Zm_B73_REFERENCE_NAM_5.0.55	8	6503305	6504087	-	783	446	225	454	347
Zm00001eb333820.Zm_B73_REFERENCE_NAM_5.0.55	8	6584767	6585072	-	306	0	0	0	0
Zm00001eb333830.Zm_B73_REFERENCE_NAM_5.0.55	8	6586317	6587328	-	1012	0	0	0	0
Zm00001eb333840.Zm_B73_REFERENCE_NAM_5.0.55	8	6587397	6587782	-	386	0	0	0	0
Zm00001eb333850.Zm_B73_REFERENCE_NAM_5.0.55	8	6592272	6603413	-	11142	0	0	0	0
Zm00001eb333860.Zm_B73_REFERENCE_NAM_5.0.55	8	6603091	6604499	+	1409	87	108	94	91
Zm00001eb333870.Zm_B73_REFERENCE_NAM_5.0.55	8	6606643	6606948	+	306	38	53	42	14
Zm00001eb333880.Zm_B73_REFERENCE_NAM_5.0.55	8	6609845	6610723	+	879	0	0	0	0
Zm00001eb333890.Zm_B73_REFERENCE_NAM_5.0.55	8	6629128	6639874	-	10747	1721	2771	4167	2452
Zm00001eb333900.Zm_B73_REFERENCE_NAM_5.0.55	8	6706603	6708771	-	2169	870	418	519	430
Zm00001eb333910.Zm_B73_REFERENCE_NAM_5.0.55	8	6748923	6749435	-	513	6	1	0	0
Zm00001eb333920.Zm_B73_REFERENCE_NAM_5.0.55	8	6776264	6778297	+	2034	0	0	0	0
Zm00001eb333930.Zm_B73_REFERENCE_NAM_5.0.55	8	6780251	6783160	+	2910	0	0	0	0
Zm00001eb333940.Zm_B73_REFERENCE_NAM_5.0.55	8	6789381	6793997	+	4617	1033	1024	589	914
Zm00001eb333950.Zm_B73_REFERENCE_NAM_5.0.55	8	6795479	6798992	-	3514	1210	1405	1711	1584
Zm00001eb333970.Zm_B73_REFERENCE_NAM_5.0.55	8	6858181	6859570	+	1390	13365	14276	11285	10367
Zm00001eb333980.Zm_B73_REFERENCE_NAM_5.0.55	8	6894037	6897523	+	3487	7500	9580	7781	5281
Zm00001eb333990.Zm_B73_REFERENCE_NAM_5.0.55	8	6910550	6916638	+	6089	443	816	1021	600
Zm00001eb334000.Zm_B73_REFERENCE_NAM_5.0.55	8	6916192	6918801	-	2610	4	2	5	1
Zm00001eb334010.Zm_B73_REFERENCE_NAM_5.0.55	8	6922591	6924448	-	1858	0	0	0	3
Zm00001eb334020.Zm_B73_REFERENCE_NAM_5.0.55	8	6942319	6946217	-	3899	0	0	0	4
Zm00001eb334030.Zm_B73_REFERENCE_NAM_5.0.55	8	6995879	7002257	+	6379	1034	1229	1149	922
Zm00001eb334050.Zm_B73_REFERENCE_NAM_5.0.55	8	7005425	7007314	+	1890	10602	18845	27155	14911
Zm00001eb334060.Zm_B73_REFERENCE_NAM_5.0.55	8	7073451	7083349	+	9899	862	1067	1184	795
Zm00001eb334070.Zm_B73_REFERENCE_NAM_5.0.55	8	7112060	7117971	+	5912	4762	4642	3865	3863
Zm00001eb334080.Zm_B73_REFERENCE_NAM_5.0.55	8	7210916	7219746	+	8831	2058	2431	1895	1536
Zm00001eb334090.Zm_B73_REFERENCE_NAM_5.0.55	8	7251074	7252372	+	1299	34	25	2	15
Zm00001eb334100.Zm_B73_REFERENCE_NAM_5.0.55	8	7255873	7259867	+	3995	483	584	688	432
Zm00001eb334110.Zm_B73_REFERENCE_NAM_5.0.55	8	7262314	7264610	+	2297	9	5	12	6
Zm00001eb334120.Zm_B73_REFERENCE_NAM_5.0.55	8	7264252	7267240	-	2989	1526	1772	2296	1812
Zm00001eb334130.Zm_B73_REFERENCE_NAM_5.0.55	8	7295291	7298307	+	3017	471	452	442	335
Zm00001eb334140.Zm_B73_REFERENCE_NAM_5.0.55	8	7323087	7323898	+	812	7393	11711	5666	5549
Zm00001eb334150.Zm_B73_REFERENCE_NAM_5.0.55	8	7336760	7347871	+	11112	112	207	168	136
Zm00001eb334160.Zm_B73_REFERENCE_NAM_5.0.55	8	7439793	7442406	+	2614	23	11	19	26
Zm00001eb334170.Zm_B73_REFERENCE_NAM_5.0.55	8	7515666	7532887	-	17222	0	0	0	18
Zm00001eb334180.Zm_B73_REFERENCE_NAM_5.0.55	8	7709600	7711784	+	2185	2	3	0	0
Zm00001eb334190.Zm_B73_REFERENCE_NAM_5.0.55	8	7834033	7838410	+	4378	57	53	57	47
Zm00001eb334200.Zm_B73_REFERENCE_NAM_5.0.55	8	7838341	7842293	-	3953	679	851	841	577
Zm00001eb334210.Zm_B73_REFERENCE_NAM_5.0.55	8	7922139	7926502	-	4364	1366	2361	2143	1448
Zm00001eb334220.Zm_B73_REFERENCE_NAM_5.0.55	8	8047137	8051660	+	4524	1275	2083	1665	1366
Zm00001eb334230.Zm_B73_REFERENCE_NAM_5.0.55	8	8052925	8054340	-	1416	927	1221	703	480
Zm00001eb334240.Zm_B73_REFERENCE_NAM_5.0.55	8	8104008	8107403	+	3396	275	390	421	317
Zm00001eb334250.Zm_B73_REFERENCE_NAM_5.0.55	8	8136115	8137532	-	1418	11	8	11	31
Zm00001eb334260.Zm_B73_REFERENCE_NAM_5.0.55	8	8137450	8141425	+	3976	863	1132	1275	970
Zm00001eb334270.Zm_B73_REFERENCE_NAM_5.0.55	8	8149962	8155901	-	5940	1391	1661	1591	1105
Zm00001eb334280.Zm_B73_REFERENCE_NAM_5.0.55	8	8178334	8182294	-	3961	1048	1279	1286	935
Zm00001eb334290.Zm_B73_REFERENCE_NAM_5.0.55	8	8278460	8289135	-	10676	850	1301	1158	990
Zm00001eb334300.Zm_B73_REFERENCE_NAM_5.0.55	8	8349930	8350371	+	442	0	0	0	0
Zm00001eb334310.Zm_B73_REFERENCE_NAM_5.0.55	8	8350397	8351973	+	1577	0	0	0	0
Zm00001eb334320.Zm_B73_REFERENCE_NAM_5.0.55	8	8389418	8394802	+	5385	1595	1917	1620	1452
Zm00001eb334330.Zm_B73_REFERENCE_NAM_5.0.55	8	8410546	8412909	-	2364	671	615	765	636
Zm00001eb334340.Zm_B73_REFERENCE_NAM_5.0.55	8	8417540	8418019	+	480	569	604	523	487
Zm00001eb334350.Zm_B73_REFERENCE_NAM_5.0.55	8	8421560	8422554	+	995	349	520	341	334
Zm00001eb334360.Zm_B73_REFERENCE_NAM_5.0.55	8	8428288	8432128	-	3841	182	216	317	189
Zm00001eb334370.Zm_B73_REFERENCE_NAM_5.0.55	8	8506875	8510867	+	3993	114	84	154	152
Zm00001eb334380.Zm_B73_REFERENCE_NAM_5.0.55	8	8511105	8513522	+	2418	2	2	10	21
Zm00001eb334390.Zm_B73_REFERENCE_NAM_5.0.55	8	8514610	8527495	-	12886	2069	2493	2527	2025
Zm00001eb334400.Zm_B73_REFERENCE_NAM_5.0.55	8	8529535	8552171	-	22637	4511	4848	4826	3810
Zm00001eb334410.Zm_B73_REFERENCE_NAM_5.0.55	8	8687341	8690864	-	3524	925	1221	1041	869
Zm00001eb334420.Zm_B73_REFERENCE_NAM_5.0.55	8	8693106	8694217	-	1112	8	6	2	4
Zm00001eb334430.Zm_B73_REFERENCE_NAM_5.0.55	8	8695876	8703670	+	7795	1616	2175	1750	1472
Zm00001eb334440.Zm_B73_REFERENCE_NAM_5.0.55	8	8703801	8708044	-	4244	809	1320	1403	945
Zm00001eb334450.Zm_B73_REFERENCE_NAM_5.0.55	8	8706344	8706855	+	512	0	0	0	0
Zm00001eb334460.Zm_B73_REFERENCE_NAM_5.0.55	8	8716609	8719613	-	3005	98	104	76	15
Zm00001eb334470.Zm_B73_REFERENCE_NAM_5.0.55	8	8721127	8724545	+	3419	213	286	279	216
Zm00001eb334480.Zm_B73_REFERENCE_NAM_5.0.55	8	8769838	8775463	-	5626	2834	3354	3836	2522
Zm00001eb334490.Zm_B73_REFERENCE_NAM_5.0.55	8	8776252	8777660	+	1409	26	28	33	26
Zm00001eb334500.Zm_B73_REFERENCE_NAM_5.0.55	8	8834296	8836197	-	1902	155	599	1017	355
Zm00001eb334510.Zm_B73_REFERENCE_NAM_5.0.55	8	8890896	8893368	+	2473	0	0	0	0
Zm00001eb334520.Zm_B73_REFERENCE_NAM_5.0.55	8	8895658	8896316	-	659	0	0	0	0
Zm00001eb334530.Zm_B73_REFERENCE_NAM_5.0.55	8	8925665	8926768	-	1104	0	2	0	0
Zm00001eb334540.Zm_B73_REFERENCE_NAM_5.0.55	8	8955497	8956096	-	600	53	89	54	39
Zm00001eb334580.Zm_B73_REFERENCE_NAM_5.0.55	8	9191861	9202164	+	10304	6	9	2	6
Zm00001eb334590.Zm_B73_REFERENCE_NAM_5.0.55	8	9215033	9216480	-	1448	22	26	34	44
Zm00001eb334600.Zm_B73_REFERENCE_NAM_5.0.55	8	9249898	9253335	-	3438	325	325	266	217
Zm00001eb334610.Zm_B73_REFERENCE_NAM_5.0.55	8	9252808	9253774	+	967	0	0	0	0
Zm00001eb334620.Zm_B73_REFERENCE_NAM_5.0.55	8	9278164	9281153	+	2990	68	145	67	122
Zm00001eb334630.Zm_B73_REFERENCE_NAM_5.0.55	8	9316123	10067523	-	751401	8614	9270	6322	4727
Zm00001eb334640.Zm_B73_REFERENCE_NAM_5.0.55	8	9416682	9417288	+	607	0	0	0	0
Zm00001eb334650.Zm_B73_REFERENCE_NAM_5.0.55	8	9422194	9438346	+	16153	0	0	0	0
Zm00001eb334670.Zm_B73_REFERENCE_NAM_5.0.55	8	9681891	9698791	+	16901	0	0	0	0
Zm00001eb334680.Zm_B73_REFERENCE_NAM_5.0.55	8	9870181	9888061	+	17881	0	0	0	0
Zm00001eb334690.Zm_B73_REFERENCE_NAM_5.0.55	8	9891419	9893374	+	1956	0	0	0	0
Zm00001eb334700.Zm_B73_REFERENCE_NAM_5.0.55	8	9895756	9896159	+	404	0	0	0	0
Zm00001eb334710.Zm_B73_REFERENCE_NAM_5.0.55	8	9973584	9974565	+	982	0	0	0	0
Zm00001eb334720.Zm_B73_REFERENCE_NAM_5.0.55	8	10055865	10056228	-	364	0	0	0	0
Zm00001eb334730.Zm_B73_REFERENCE_NAM_5.0.55	8	10061697	10065621	+	3925	0	0	0	0
Zm00001eb334740.Zm_B73_REFERENCE_NAM_5.0.55	8	10263392	10267843	-	4452	5380	5662	7229	4954
Zm00001eb334750.Zm_B73_REFERENCE_NAM_5.0.55	8	10351507	10358403	+	6897	146	243	205	91
Zm00001eb334760.Zm_B73_REFERENCE_NAM_5.0.55	8	10396580	10400341	-	3762	105	139	261	260
Zm00001eb334770.Zm_B73_REFERENCE_NAM_5.0.55	8	10430655	10434494	-	3840	1520	1837	1478	1117
Zm00001eb334780.Zm_B73_REFERENCE_NAM_5.0.55	8	10442562	10444619	-	2058	496	664	301	154
Zm00001eb334790.Zm_B73_REFERENCE_NAM_5.0.55	8	10499417	10508395	-	8979	113	123	110	117
Zm00001eb334800.Zm_B73_REFERENCE_NAM_5.0.55	8	10509994	10513612	-	3619	406	412	318	418
Zm00001eb334810.Zm_B73_REFERENCE_NAM_5.0.55	8	10518943	10521047	-	2105	88	93	44	80
Zm00001eb334820.Zm_B73_REFERENCE_NAM_5.0.55	8	10545618	10548371	-	2754	1376	2358	2070	1708
Zm00001eb334830.Zm_B73_REFERENCE_NAM_5.0.55	8	10582839	10584037	+	1199	107	242	212	155
Zm00001eb334840.Zm_B73_REFERENCE_NAM_5.0.55	8	10712264	10715479	+	3216	1041	1172	1190	854
Zm00001eb334850.Zm_B73_REFERENCE_NAM_5.0.55	8	10716212	10720003	-	3792	2595	3019	1598	1592
Zm00001eb334860.Zm_B73_REFERENCE_NAM_5.0.55	8	10814201	10814501	+	301	60	148	162	173
Zm00001eb334880.Zm_B73_REFERENCE_NAM_5.0.55	8	11031014	11033405	-	2392	0	0	0	19
Zm00001eb334890.Zm_B73_REFERENCE_NAM_5.0.55	8	11045364	11047991	-	2628	0	0	0	0
Zm00001eb334900.Zm_B73_REFERENCE_NAM_5.0.55	8	11059736	11081360	+	21625	890	1154	699	667
Zm00001eb334910.Zm_B73_REFERENCE_NAM_5.0.55	8	11167123	11174804	-	7682	224	292	400	284
Zm00001eb334920.Zm_B73_REFERENCE_NAM_5.0.55	8	11256958	11261516	+	4559	1083	1340	1112	935
Zm00001eb334930.Zm_B73_REFERENCE_NAM_5.0.55	8	11303303	11305097	+	1795	0	0	2	0
Zm00001eb334940.Zm_B73_REFERENCE_NAM_5.0.55	8	11309826	11312598	+	2773	1066	803	1072	936
Zm00001eb334950.Zm_B73_REFERENCE_NAM_5.0.55	8	11316451	11319965	-	3515	121	174	181	91
Zm00001eb334960.Zm_B73_REFERENCE_NAM_5.0.55	8	11322489	11328585	+	6097	2713	3199	4789	3414
Zm00001eb334970.Zm_B73_REFERENCE_NAM_5.0.55	8	11358783	11361437	+	2655	0	0	0	0
Zm00001eb334980.Zm_B73_REFERENCE_NAM_5.0.55	8	11361474	11362447	+	974	0	0	0	2
Zm00001eb334990.Zm_B73_REFERENCE_NAM_5.0.55	8	11378029	11391257	+	13229	4165	4266	4344	3127
Zm00001eb335010.Zm_B73_REFERENCE_NAM_5.0.55	8	11555701	11556433	+	733	333	34	56	485
Zm00001eb335020.Zm_B73_REFERENCE_NAM_5.0.55	8	11690865	11691644	+	780	12	25	18	24
Zm00001eb335030.Zm_B73_REFERENCE_NAM_5.0.55	8	11717745	11721770	+	4026	42	43	61	76
Zm00001eb335040.Zm_B73_REFERENCE_NAM_5.0.55	8	11746141	11748976	-	2836	34	76	54	60
Zm00001eb335050.Zm_B73_REFERENCE_NAM_5.0.55	8	11838232	11841439	+	3208	44	147	137	126
Zm00001eb335060.Zm_B73_REFERENCE_NAM_5.0.55	8	11932475	11934336	-	1862	23	56	10	15
Zm00001eb335070.Zm_B73_REFERENCE_NAM_5.0.55	8	11952663	11964360	+	11698	1374	1788	1018	892
Zm00001eb335080.Zm_B73_REFERENCE_NAM_5.0.55	8	11978528	11981111	-	2584	75	179	111	121
Zm00001eb335090.Zm_B73_REFERENCE_NAM_5.0.55	8	11981749	11986929	-	5181	2670	3709	4144	2960
Zm00001eb335100.Zm_B73_REFERENCE_NAM_5.0.55	8	12022078	12024023	+	1946	0	0	0	0
Zm00001eb335110.Zm_B73_REFERENCE_NAM_5.0.55	8	12085035	12088417	-	3383	707	616	609	600
Zm00001eb335120.Zm_B73_REFERENCE_NAM_5.0.55	8	12260808	12261893	+	1086	0	2	1	0
Zm00001eb335130.Zm_B73_REFERENCE_NAM_5.0.55	8	12260887	12261863	-	977	0	0	0	0
Zm00001eb335140.Zm_B73_REFERENCE_NAM_5.0.55	8	12356544	12357628	+	1085	1262	1681	1409	1004
Zm00001eb335160.Zm_B73_REFERENCE_NAM_5.0.55	8	12365674	12365968	-	295	0	0	0	0
Zm00001eb335170.Zm_B73_REFERENCE_NAM_5.0.55	8	12366670	12367398	+	729	0	0	0	1
Zm00001eb335180.Zm_B73_REFERENCE_NAM_5.0.55	8	12549454	12550237	-	784	0	0	0	0
Zm00001eb335190.Zm_B73_REFERENCE_NAM_5.0.55	8	12561398	12564147	-	2750	0	0	0	0
Zm00001eb335200.Zm_B73_REFERENCE_NAM_5.0.55	8	12561398	12564147	+	2750	0	0	0	0
Zm00001eb335210.Zm_B73_REFERENCE_NAM_5.0.55	8	12720819	12721497	-	679	65	116	35	59
Zm00001eb335220.Zm_B73_REFERENCE_NAM_5.0.55	8	12729836	12733638	+	3803	449	602	758	527
Zm00001eb335230.Zm_B73_REFERENCE_NAM_5.0.55	8	12796904	12798021	+	1118	18	10	12	20
Zm00001eb335240.Zm_B73_REFERENCE_NAM_5.0.55	8	12804428	12806244	-	1817	10	0	0	0
Zm00001eb335250.Zm_B73_REFERENCE_NAM_5.0.55	8	12968873	12978357	+	9485	0	0	0	0
Zm00001eb335270.Zm_B73_REFERENCE_NAM_5.0.55	8	13001535	13006311	-	4777	16	8	2	0
Zm00001eb335280.Zm_B73_REFERENCE_NAM_5.0.55	8	13006695	13007015	-	321	2	0	0	0
Zm00001eb335290.Zm_B73_REFERENCE_NAM_5.0.55	8	13007066	13007620	-	555	0	5	0	2
Zm00001eb335300.Zm_B73_REFERENCE_NAM_5.0.55	8	13011083	13019792	+	8710	261	322	369	214
Zm00001eb335310.Zm_B73_REFERENCE_NAM_5.0.55	8	13027901	13028995	-	1095	0	0	0	13
Zm00001eb335320.Zm_B73_REFERENCE_NAM_5.0.55	8	13081333	13082635	+	1303	598	802	545	295
Zm00001eb335330.Zm_B73_REFERENCE_NAM_5.0.55	8	13182467	13186259	+	3793	403	667	551	388
Zm00001eb335340.Zm_B73_REFERENCE_NAM_5.0.55	8	13187252	13192217	+	4966	740	821	753	565
Zm00001eb335350.Zm_B73_REFERENCE_NAM_5.0.55	8	13195055	13202516	+	7462	6268	6496	7068	5529
Zm00001eb335380.Zm_B73_REFERENCE_NAM_5.0.55	8	13300703	13304984	+	4282	3323	4827	4438	3338
Zm00001eb335390.Zm_B73_REFERENCE_NAM_5.0.55	8	13335330	13338025	+	2696	422	207	140	155
Zm00001eb335410.Zm_B73_REFERENCE_NAM_5.0.55	8	13396300	13396902	-	603	0	0	0	0
Zm00001eb335420.Zm_B73_REFERENCE_NAM_5.0.55	8	13396999	13402480	+	5482	0	0	0	0
Zm00001eb335430.Zm_B73_REFERENCE_NAM_5.0.55	8	13446129	13447047	-	919	0	0	0	0
Zm00001eb335440.Zm_B73_REFERENCE_NAM_5.0.55	8	13508591	13510143	-	1553	27	30	38	41
Zm00001eb335450.Zm_B73_REFERENCE_NAM_5.0.55	8	13580304	13581097	+	794	4	2	2	2
Zm00001eb335460.Zm_B73_REFERENCE_NAM_5.0.55	8	13580626	13581057	-	432	0	0	0	0
Zm00001eb335470.Zm_B73_REFERENCE_NAM_5.0.55	8	13597363	13609738	-	12376	1016	926	673	540
Zm00001eb335480.Zm_B73_REFERENCE_NAM_5.0.55	8	13598050	13598653	+	604	0	0	0	0
Zm00001eb335500.Zm_B73_REFERENCE_NAM_5.0.55	8	13660237	13661452	-	1216	3	3	2	0
Zm00001eb335510.Zm_B73_REFERENCE_NAM_5.0.55	8	13661389	13671366	+	9978	661	698	456	526
Zm00001eb335520.Zm_B73_REFERENCE_NAM_5.0.55	8	13661469	13662409	-	941	0	0	0	0
Zm00001eb335530.Zm_B73_REFERENCE_NAM_5.0.55	8	13676070	13678635	+	2566	4	10	6	10
Zm00001eb335540.Zm_B73_REFERENCE_NAM_5.0.55	8	13688899	13690613	+	1715	87	136	86	40
Zm00001eb335550.Zm_B73_REFERENCE_NAM_5.0.55	8	13691190	13691712	+	523	26	42	29	17
Zm00001eb335560.Zm_B73_REFERENCE_NAM_5.0.55	8	13728846	13732523	+	3678	5259	4704	4525	2663
Zm00001eb335570.Zm_B73_REFERENCE_NAM_5.0.55	8	13735643	13739744	-	4102	597	1359	949	732
